trial,value,params
291,9.173533028594935,"{'alpha': 0.011991279644233115, 'l1_ratio': 0.8996537331912413}"
292,9.17372079774783,"{'alpha': 0.011684414912205308, 'l1_ratio': 0.88475015751717}"
293,9.17365332404681,"{'alpha': 0.011547609798559821, 'l1_ratio': 0.8866486313962487}"
294,9.173413230055065,"{'alpha': 0.011373982549810004, 'l1_ratio': 0.8987403814106}"
295,9.173633313532628,"{'alpha': 0.011371259462317387, 'l1_ratio': 0.8852624067244191}"
296,9.1736377001625,"{'alpha': 0.011407352985998593, 'l1_ratio': 0.8855393505274687}"
297,9.173152008060475,"{'alpha': 0.01017010408681375, 'l1_ratio': 0.8995502557064502}"
298,9.17410983441594,"{'alpha': 0.010148316001661079, 'l1_ratio': 0.835334370308047}"
299,9.173668426233055,"{'alpha': 0.010026488298574667, 'l1_ratio': 0.8608632356464222}"
300,9.470761330517899,"{'alpha': 0.4305739024551561, 'l1_ratio': 0.8645222878440418}"
301,9.175073840155628,"{'alpha': 0.014836801566799628, 'l1_ratio': 0.8658326898642209}"
302,9.174036902943039,"{'alpha': 0.010016317962765028, 'l1_ratio': 0.8369794340435504}"
303,9.173148944376559,"{'alpha': 0.010074772974727503, 'l1_ratio': 0.8983387999610933}"
304,9.174757075410106,"{'alpha': 0.016757343175758523, 'l1_ratio': 0.898024101716296}"
305,9.175201552788398,"{'alpha': 0.018466180444566573, 'l1_ratio': 0.8992345676009095}"
306,9.173719832856246,"{'alpha': 0.01271560551719619, 'l1_ratio': 0.8983668334291022}"
307,9.173769959805238,"{'alpha': 0.01304229968082247, 'l1_ratio': 0.8996748481889506}"
308,9.174263727484592,"{'alpha': 0.012791634819051968, 'l1_ratio': 0.8723893864019963}"
309,9.173683541398521,"{'alpha': 0.012654038632401322, 'l1_ratio': 0.8995629723947307}"
310,9.173732679213364,"{'alpha': 0.012892983397142836, 'l1_ratio': 0.8998323472764619}"
311,9.173956979086952,"{'alpha': 0.011698539706928572, 'l1_ratio': 0.8718646482293896}"
312,9.173481285769668,"{'alpha': 0.010056823849752497, 'l1_ratio': 0.8740596242312653}"
313,9.173850373009145,"{'alpha': 0.011415979471291185, 'l1_ratio': 0.8734070550256793}"
314,9.17345637618516,"{'alpha': 0.010006264706829863, 'l1_ratio': 0.8748612824479282}"
315,9.173449452814527,"{'alpha': 0.010094530159952576, 'l1_ratio': 0.8768712761675115}"
316,9.174239178055258,"{'alpha': 0.011489425893551576, 'l1_ratio': 0.8534632522447629}"
317,9.175572933244268,"{'alpha': 0.015204027364607445, 'l1_ratio': 0.8526649497219317}"
318,9.175392496463022,"{'alpha': 0.014715637464951027, 'l1_ratio': 0.8525080613939373}"
319,9.175593627541923,"{'alpha': 0.014940501176334501, 'l1_ratio': 0.8483598243996605}"
320,9.174626150392374,"{'alpha': 0.015116394272067573, 'l1_ratio': 0.8859639988502366}"
321,9.174349619628149,"{'alpha': 0.014127052143263626, 'l1_ratio': 0.885781056203014}"
322,9.173659912095227,"{'alpha': 0.01148083434857186, 'l1_ratio': 0.8853153924244948}"
323,9.173645534931397,"{'alpha': 0.011441927202426903, 'l1_ratio': 0.88558468301697}"
324,9.895947226573764,"{'alpha': 0.9066083631589282, 'l1_ratio': 0.8860964619776008}"
325,9.1736214044803,"{'alpha': 0.011355536626882585, 'l1_ratio': 0.8857511921376551}"
326,9.173433084755278,"{'alpha': 0.01152274451713387, 'l1_ratio': 0.8994879680350434}"
327,9.21114116139609,"{'alpha': 0.0947975344184085, 'l1_ratio': 0.8996573551830642}"
328,9.173130185914163,"{'alpha': 0.010024468161869072, 'l1_ratio': 0.8990279179553691}"
329,9.17312498297085,"{'alpha': 0.010026695751070335, 'l1_ratio': 0.8994601860192067}"
330,9.174485213962967,"{'alpha': 0.012932959427964146, 'l1_ratio': 0.8641851303378292}"
331,9.173637296796521,"{'alpha': 0.010033633515691589, 'l1_ratio': 0.8630166936455225}"
332,9.174391679771393,"{'alpha': 0.012964849773592767, 'l1_ratio': 0.8688810629386664}"
333,9.174467186126169,"{'alpha': 0.013041312423035363, 'l1_ratio': 0.8665510672615148}"
334,9.17355198982453,"{'alpha': 0.010030061705318177, 'l1_ratio': 0.8687055486052817}"
335,9.187530627778777,"{'alpha': 0.012228501148753925, 'l1_ratio': 0.3467407230651467}"
336,9.173410605613423,"{'alpha': 0.011400213280587877, 'l1_ratio': 0.8992631640899991}"
337,9.183446500491904,"{'alpha': 0.011460309203683346, 'l1_ratio': 0.46106209547271715}"
338,9.17358020355556,"{'alpha': 0.011287170184787325, 'l1_ratio': 0.8872675247336321}"
339,9.175076603217136,"{'alpha': 0.01782879966569895, 'l1_ratio': 0.8974769691064964}"
340,9.175124791647878,"{'alpha': 0.018088498961463383, 'l1_ratio': 0.8982883886531307}"
341,9.173134005786812,"{'alpha': 0.010027534940782915, 'l1_ratio': 0.8987756891638031}"
342,9.174790773361906,"{'alpha': 0.016956040122619087, 'l1_ratio': 0.898730530472787}"
343,9.173942141518474,"{'alpha': 0.013751185951024715, 'l1_ratio': 0.8994844005049726}"
344,9.173125566978573,"{'alpha': 0.010048917302163647, 'l1_ratio': 0.8997532442953883}"
345,9.173974774561055,"{'alpha': 0.013887275233494365, 'l1_ratio': 0.8995317889359103}"
346,9.174455229693985,"{'alpha': 0.013881413026408898, 'l1_ratio': 0.8782979301902709}"
347,9.173426977167168,"{'alpha': 0.010027705978709202, 'l1_ratio': 0.8772792645569799}"
348,9.18745630079885,"{'alpha': 0.01156489594956401, 'l1_ratio': 0.30770391098755123}"
349,9.1738597548444,"{'alpha': 0.011649387371478383, 'l1_ratio': 0.8764349870652636}"
350,9.173799439181574,"{'alpha': 0.011489709500313335, 'l1_ratio': 0.8774445394189674}"
351,9.173449369026676,"{'alpha': 0.011630483566657525, 'l1_ratio': 0.8999049857428298}"
352,9.173403836679066,"{'alpha': 0.011412342161242855, 'l1_ratio': 0.8998568921761742}"
353,9.173431201316557,"{'alpha': 0.011503470905992763, 'l1_ratio': 0.8993482336083486}"
354,9.174395909058443,"{'alpha': 0.01234992197374716, 'l1_ratio': 0.8595794420567744}"
355,9.174660029041135,"{'alpha': 0.012922708703272612, 'l1_ratio': 0.856152239905575}"
356,9.174566217437944,"{'alpha': 0.01312063605805417, 'l1_ratio': 0.8632170118055831}"
357,9.173368609479327,"{'alpha': 0.010120505014539052, 'l1_ratio': 0.8829723578158181}"
358,9.173354277759213,"{'alpha': 0.010166005115655411, 'l1_ratio': 0.8847064595170933}"
359,9.177532126936976,"{'alpha': 0.010082100356766563, 'l1_ratio': 0.6528920403707036}"
360,9.173407353097387,"{'alpha': 0.010252592768166964, 'l1_ratio': 0.8824727901592083}"
361,9.174776181069337,"{'alpha': 0.015143399005008265, 'l1_ratio': 0.8805970530337072}"
362,9.173438367681117,"{'alpha': 0.010021218854326934, 'l1_ratio': 0.8763668866834473}"
363,9.173453350106628,"{'alpha': 0.0100105026957338, 'l1_ratio': 0.8751513952853142}"
364,9.176221264434595,"{'alpha': 0.015791220159833506, 'l1_ratio': 0.8389434718256263}"
365,9.175142579259512,"{'alpha': 0.01308296747525942, 'l1_ratio': 0.8378942721527303}"
366,9.175059166172861,"{'alpha': 0.012819632164404572, 'l1_ratio': 0.8370722774241159}"
367,9.175350927862851,"{'alpha': 0.01334322948575381, 'l1_ratio': 0.8336244858824209}"
368,9.173923643131856,"{'alpha': 0.012590162774842022, 'l1_ratio': 0.886270271895727}"
369,9.234281462352932,"{'alpha': 0.13379654323212398, 'l1_ratio': 0.8999323499078645}"
370,9.173392767952077,"{'alpha': 0.011337044301827762, 'l1_ratio': 0.8995503917582126}"
371,10.782183171811154,"{'alpha': 1.7244332233235682, 'l1_ratio': 0.8853981815108609}"
372,9.173400499884853,"{'alpha': 0.011325940508729006, 'l1_ratio': 0.8989021190787234}"
373,9.240207003726779,"{'alpha': 0.05158781011729693, 'l1_ratio': 0.4165821734265879}"
374,9.174073088803258,"{'alpha': 0.011452230283767715, 'l1_ratio': 0.8616730417459282}"
375,14.17911783327924,"{'alpha': 4.75258256637393, 'l1_ratio': 0.8644567752916985}"
376,9.174150400607136,"{'alpha': 0.01219601943036211, 'l1_ratio': 0.86929512815819}"
377,9.173546248272686,"{'alpha': 0.010010148400941244, 'l1_ratio': 0.8687343621786476}"
378,9.17391226881708,"{'alpha': 0.011321695818187776, 'l1_ratio': 0.8684327988273973}"
379,9.182427336568944,"{'alpha': 0.01139668537667063, 'l1_ratio': 0.4986116271754204}"
380,9.17331980073944,"{'alpha': 0.010058852717555324, 'l1_ratio': 0.8854496642013736}"
381,9.186050374429685,"{'alpha': 0.014302321402040616, 'l1_ratio': 0.4994616287983921}"
382,9.17469916270693,"{'alpha': 0.014853712259265876, 'l1_ratio': 0.8801858865894863}"
383,9.174509345727133,"{'alpha': 0.014729175925450437, 'l1_ratio': 0.8862153394656788}"
384,9.174458277806757,"{'alpha': 0.014442053411958842, 'l1_ratio': 0.884931245182864}"
385,9.174405311644936,"{'alpha': 0.014456214613137817, 'l1_ratio': 0.887281787582833}"
386,9.173911955475527,"{'alpha': 0.012571475127145824, 'l1_ratio': 0.8866278844007482}"
387,9.174537690490604,"{'alpha': 0.012513885998901152, 'l1_ratio': 0.8554328178564019}"
388,9.17811339888548,"{'alpha': 0.011400245197698186, 'l1_ratio': 0.6745482220579038}"
389,9.173120411212192,"{'alpha': 0.010014952489033781, 'l1_ratio': 0.8996413468789747}"
390,9.37190432738563,"{'alpha': 0.304953877771497, 'l1_ratio': 0.8571774653486876}"
391,9.17379970830689,"{'alpha': 0.010056861984782305, 'l1_ratio': 0.8528323017026459}"
392,9.173412218418646,"{'alpha': 0.01138353186102755, 'l1_ratio': 0.8989338196357602}"
393,9.173417197176848,"{'alpha': 0.011365572031957295, 'l1_ratio': 0.8983722836024873}"
394,9.17347298700307,"{'alpha': 0.011617332179236144, 'l1_ratio': 0.8982918442470016}"
395,9.17343125946368,"{'alpha': 0.011428345003135823, 'l1_ratio': 0.8983322292082129}"
396,9.173490338316842,"{'alpha': 0.010043804571820143, 'l1_ratio': 0.8731935163867365}"
397,9.173683372199944,"{'alpha': 0.012668960047482386, 'l1_ratio': 0.8997529388931766}"
398,9.174275303924174,"{'alpha': 0.012899805370524516, 'l1_ratio': 0.8733499844394103}"
399,9.173486629342872,"{'alpha': 0.010106312444947217, 'l1_ratio': 0.8745518630098534}"
